State,County,Population
Ohio,Harrison,15850
Ohio,Henry,28064
Ohio,Highland,43433
Ohio,Hocking,29394
Ohio,Holmes,42746
Ohio,Huron,59496
Ohio,Jackson,33186
Ohio,Jefferson,68828
Ohio,Knox,61275
Ohio,Lake,229885
Ohio,Lawrence,62489
Ohio,Licking,167248
Ohio,Logan,45688
Ohio,Lorain,301614
Ohio,Lucas,440005
Ohio,Madison,43401
Ohio,Mahoning,237270
Ohio,Marion,66212
Ohio,Medina,173262
Ohio,Meigs,23680
Ohio,Mercer,40838
Ohio,Miami,102857
Ohio,Monroe,14585
Ohio,Montgomery,537602
Ohio,Morgan,15034
Ohio,Morrow,34855
Ohio,Muskingum,86237
Ohio,Noble,14702
Ohio,Ottawa,41396
Ohio,Paulding,19420
Ohio,Perry,36303
Ohio,Pickaway,55990
Ohio,Pike,28628
Ohio,Portage,161624
Ohio,Preble,42083
Ohio,Putnam,34294
Ohio,Richland,123510
Ohio,Ross,78249
Ohio,Sandusky,60734
Ohio,Scioto,79277
Ohio,Seneca,56469
Ohio,Shelby,49307
Ohio,Stark,375087
Ohio,Summit,539832
Ohio,Trumbull,209264
Ohio,Tuscarawas,92508
Ohio,Union,52764
Ohio,Van Wert,28601
Ohio,Vinton,13367
Ohio,Warren,214910
Ohio,Washington,61755
Ohio,Wayne,114611
Ohio,Williams,37597
Ohio,Wood,126355
Ohio,Wyandot,22692
Oklahoma,,3791508
Oklahoma,Adair,22612
Oklahoma,Alfalfa,5662
Oklahoma,Atoka,14206
Oklahoma,Beaver,5624
Oklahoma,Beckham,22288
Oklahoma,Blaine,9780
Oklahoma,Bryan,43089
Oklahoma,Caddo,29537
Oklahoma,Canadian,119492
Oklahoma,Carter,48096
Oklahoma,Cherokee,47845
Oklahoma,Choctaw,15250
Oklahoma,Cimarron,2487
Oklahoma,Cleveland,261281
Oklahoma,Coal,5928
Oklahoma,Comanche,125815
Oklahoma,Cotton,6179
Oklahoma,Craig,15073
Oklahoma,Creek,70467
Oklahoma,Custer,27750
Oklahoma,Delaware,41633
Oklahoma,Dewey,4867
Oklahoma,Ellis,4051
Oklahoma,Garfield,60670
Oklahoma,Garvin,27452
Oklahoma,Grady,53020
Oklahoma,Grant,4585
Oklahoma,Greer,6125
Oklahoma,Harmon,2919
Oklahoma,Harper,3695
Oklahoma,Haskell,12810
Oklahoma,Hughes,13843
Oklahoma,Jackson,26447
Oklahoma,Jefferson,6506
Oklahoma,Johnston,11139
Oklahoma,Kay,46159
Oklahoma,Kingfisher,15213
Oklahoma,Kiowa,9416
Oklahoma,Latimer,11155
Oklahoma,Le Flore,50628
Oklahoma,Lincoln,34155
Oklahoma,Logan,42499
Oklahoma,Love,9386
Oklahoma,McClain,35235
Oklahoma,McCurtain,33195
Oklahoma,McIntosh,20360
Oklahoma,Major,7657
Oklahoma,Marshall,16049
Oklahoma,Mayes,41389
Oklahoma,Murray,13571
Oklahoma,Muskogee,71003
Oklahoma,Noble,11578
Oklahoma,Nowata,10629
Oklahoma,Okfuskee,12348
Oklahoma,Oklahoma,732371
Oklahoma,Okmulgee,39937
Oklahoma,Osage,47425
Oklahoma,Ottawa,31860
Oklahoma,Pawnee,16730
Oklahoma,Payne,77988
Oklahoma,Pittsburg,45625
Oklahoma,Pontotoc,37799
Oklahoma,Pottawatomie,70280
Oklahoma,Pushmataha,11478
Oklahoma,Roger Mills,3702
Oklahoma,Rogers,87706
Oklahoma,Seminole,25292
Oklahoma,Sequoyah,42341
Oklahoma,Stephens,45197
Oklahoma,Texas,21312
Oklahoma,Tillman,8061
Oklahoma,Tulsa,610599
Oklahoma,Wagoner,74098
Oklahoma,Washington,51476
Oklahoma,Washita,11574
Oklahoma,Woods,8775
Oklahoma,Woodward,20034
Oregon,,3871859
Oregon,Baker,15984
Oregon,Benton,85928
Oregon,Clackamas,380207
Oregon,Clatsop,37153
Oregon,Columbia,49402
Oregon,Coos,62791
Oregon,Crook,20839
Oregon,Curry,22426
Oregon,Deschutes,160338
Oregon,Douglas,107490
Oregon,Gilliam,1937
Oregon,Grant,7410
Oregon,Harney,7373
Oregon,Hood River,22493
Oregon,Jackson,204822
Oregon,Jefferson,21771
Oregon,Josephine,82987
Oregon,Klamath,66299
Oregon,Lake,7908
Oregon,Lane,353416
Oregon,Lincoln,45933
Oregon,Linn,118122
Oregon,Malheur,31068
Oregon,Marion,318872
Oregon,Morrow,11169
Oregon,Multnomah,748031
Oregon,Polk,75993
Oregon,Sherman,1718
Oregon,Tillamook,25403
Oregon,Umatilla,76725
Oregon,Union,25791
Oregon,Wallowa,6990
Oregon,Wasco,25234
Oregon,Washington,540410
Oregon,Wheeler,1426
Oregon,Yamhill,100000
Pennsylvania,,12742886
Pennsylvania,Adams,101434
Pennsylvania,Allegheny,1227066
Pennsylvania,Armstrong,68568
Pennsylvania,Beaver,170414
Pennsylvania,Bedford,49739
Pennsylvania,Berks,412778
Pennsylvania,Blair,127099
Pennsylvania,Bradford,62917
Pennsylvania,Bucks,626854
Pennsylvania,Butler,184848
Pennsylvania,Cambria,143728
Pennsylvania,Cameron,5010
Pennsylvania,Carbon,65154
Pennsylvania,Centre,154722
Pennsylvania,Chester,503897
Pennsylvania,Clarion,40013
Pennsylvania,Clearfield,81445
Pennsylvania,Clinton,39208
Pennsylvania,Columbia,67476
Pennsylvania,Crawford,88740
Pennsylvania,Cumberland,237892
Pennsylvania,Dauphin,268977
Pennsylvania,Delaware,559494
Pennsylvania,Elk,31751
Pennsylvania,Erie,280985
Pennsylvania,Fayette,136097
Pennsylvania,Forest,7589
Pennsylvania,Franklin,150811
Pennsylvania,Fulton,14801
Pennsylvania,Greene,38623
Pennsylvania,Huntingdon,45875
Pennsylvania,Indiana,89298
Pennsylvania,Jefferson,44976
Pennsylvania,Juniata,24400
Pennsylvania,Lackawanna,214166
Pennsylvania,Lancaster,523594
Pennsylvania,Lawrence,90535
Pennsylvania,Lebanon,134311
Pennsylvania,Lehigh,352947
Pennsylvania,Luzerne,320651
Pennsylvania,Lycoming,116747
Pennsylvania,McKean,43222
Pennsylvania,Mercer,116205
Pennsylvania,Mifflin,46858
Pennsylvania,Monroe,169882
Pennsylvania,Montgomery,804210
Pennsylvania,Montour,18296
Pennsylvania,Northampton,298476
Pennsylvania,Northumberland,94558
Pennsylvania,Perry,46042
Pennsylvania,Philadelphia,1536471
Pennsylvania,Pike,56852
Pennsylvania,Potter,17453
Pennsylvania,Schuylkill,147513
Pennsylvania,Snyder,39819
Pennsylvania,Somerset,77405
Pennsylvania,Sullivan,6479
Pennsylvania,Susquehanna,43192
Pennsylvania,Tioga,42419
Pennsylvania,Union,44847
Pennsylvania,Venango,54683
Pennsylvania,Warren,41441
Pennsylvania,Washington,208282
Pennsylvania,Wayne,53004
Pennsylvania,Westmoreland,364471
Pennsylvania,Wyoming,28406
Pennsylvania,York,436770
Rhode Island,,1051302
Rhode Island,Bristol,49800
Rhode Island,Kent,165535
Rhode Island,Newport,82695
Rhode Island,Providence,626709
Rhode Island,Washington,126563
South Carolina,,4679230
South Carolina,Abbeville,25161
South Carolina,Aiken,160682
South Carolina,Allendale,10181
South Carolina,Anderson,188488
South Carolina,Bamberg,15975
South Carolina,Barnwell,22358
South Carolina,Beaufort,164684
South Carolina,Berkeley,183525
South Carolina,Calhoun,15145
South Carolina,Charleston,357704
South Carolina,Cherokee,55540
South Carolina,Chester,32916
South Carolina,Chesterfield,46557
South Carolina,Clarendon,34726
South Carolina,Colleton,38611
South Carolina,Darlington,68299
South Carolina,Dillon,31758
South Carolina,Dorchester,140892
South Carolina,Edgefield,26670
South Carolina,Fairfield,23571
South Carolina,Florence,137862
South Carolina,Georgetown,59991
South Carolina,Greenville,461299
South Carolina,Greenwood,69835
South Carolina,Hampton,20821
South Carolina,Horry,276340
South Carolina,Jasper,25195
South Carolina,Kershaw,62273
South Carolina,Lancaster,77908
South Carolina,Laurens,66528
South Carolina,Lee,18976
South Carolina,Lexington,267129
South Carolina,McCormick,10035
South Carolina,Marion,32846
South Carolina,Marlboro,28509
South Carolina,Newberry,37721
South Carolina,Oconee,74418
South Carolina,Orangeburg,91910
South Carolina,Pickens,119574
South Carolina,Richland,389116
South Carolina,Saluda,19882
South Carolina,Spartanburg,286868
South Carolina,Sumter,107460
South Carolina,Union,28679
South Carolina,Williamsburg,34084
South Carolina,York,230528
South Dakota,,824082
South Dakota,Aurora,2694
South Dakota,Beadle,17550
South Dakota,Bennett,3441
South Dakota,Bon Homme,6983
South Dakota,Brookings,32226
South Dakota,Brown,36822
South Dakota,Brule,5283
South Dakota,Buffalo,1988
South Dakota,Butte,10259
South Dakota,Campbell,1427
South Dakota,Charles Mix,9208
South Dakota,Clark,3628
South Dakota,Clay,14051
South Dakota,Codington,27442
South Dakota,Corson,4022
South Dakota,Custer,8338
South Dakota,Davison,19651
South Dakota,Day,5741
South Dakota,Deuel,4359
South Dakota,Dewey,5421
South Dakota,Douglas,2972
South Dakota,Edmunds,4056
South Dakota,Fall River,6981
South Dakota,Faulk,2367
South Dakota,Grant,7250
South Dakota,Gregory,4216
South Dakota,Haakon,1907
South Dakota,Hamlin,5978
South Dakota,Hand,3423
South Dakota,Hanson,3376
South Dakota,Harding,1269
South Dakota,Hughes,17292
South Dakota,Hutchinson,7257
South Dakota,Hyde,1394
South Dakota,Jackson,3169
South Dakota,Jerauld,2085
South Dakota,Jones,1003
South Dakota,Kingsbury,5179
South Dakota,Lake,11567
South Dakota,Lawrence,24312
South Dakota,Lincoln,46793
South Dakota,Lyman,3806
South Dakota,McCook,5556
South Dakota,McPherson,2452
South Dakota,Marshall,4597
South Dakota,Meade,25546
South Dakota,Mellette,2067
South Dakota,Miner,2359
South Dakota,Minnehaha,171752
South Dakota,Moody,6475
South Dakota,Pennington,102815
South Dakota,Perkins,3001
South Dakota,Potter,2364
South Dakota,Roberts,10286
South Dakota,Sanborn,2392
South Dakota,Shannon,13928
South Dakota,Spink,6470
South Dakota,Stanley,3002
South Dakota,Sully,1375
South Dakota,Todd,9822
South Dakota,Tripp,5615
South Dakota,Turner,8332
South Dakota,Union,14651
South Dakota,Walworth,5575
South Dakota,Yankton,22612
South Dakota,Ziebach,2852
Tennessee,,6403353
Tennessee,Anderson,75233
Tennessee,Bedford,45509
Tennessee,Benton,16430
Tennessee,Bledsoe,12865
Tennessee,Blount,123901
Tennessee,Bradley,100055
Tennessee,Campbell,40512
Tennessee,Cannon,13761
Tennessee,Carroll,28457
Tennessee,Carter,57185
Tennessee,Cheatham,39078
Tennessee,Chester,17141
Tennessee,Claiborne,32172
Tennessee,Clay,7761
Tennessee,Cocke,35544
Tennessee,Coffee,53016
Tennessee,Crockett,14553
Tennessee,Cumberland,56632
Tennessee,Davidson,635475
Tennessee,Decatur,11687
Tennessee,DeKalb,18854
Tennessee,Dickson,50081
Tennessee,Dyer,38192
Tennessee,Fayette,38513
Tennessee,Fentress,18020
Tennessee,Franklin,40917
Tennessee,Gibson,49935
Tennessee,Giles,29387
Tennessee,Grainger,22766
Tennessee,Greene,69339
Tennessee,Grundy,13545
Tennessee,Hamblen,63062
Tennessee,Hamilton,340855
Tennessee,Hancock,6737
Tennessee,Hardeman,26834
Tennessee,Hardin,25874
Tennessee,Hawkins,56671
Tennessee,Haywood,18470
Tennessee,Henderson,27912
Tennessee,Henry,32352
Tennessee,Hickman,24406
Tennessee,Houston,8333
Tennessee,Humphreys,18470
Tennessee,Jackson,11371
Tennessee,Jefferson,51666
Tennessee,Johnson,18231
Tennessee,Knox,436929
Tennessee,Lake,7779
Tennessee,Lauderdale,27748
Tennessee,Lawrence,42115
Tennessee,Lewis,12142
Tennessee,Lincoln,33431
Tennessee,Loudon,49237
Tennessee,McMinn,52508
Tennessee,McNairy,26094
Tennessee,Macon,22485
Tennessee,Madison,98255
Tennessee,Marion,28223
Tennessee,Marshall,30881
Tennessee,Maury,81509
Tennessee,Meigs,11737
Tennessee,Monroe,44882
Tennessee,Montgomery,176619
Tennessee,Moore,6411
Tennessee,Morgan,21838
Tennessee,Obion,31790
Tennessee,Overton,22169
Tennessee,Perry,7898
Tennessee,Pickett,5122
Tennessee,Polk,16779
Tennessee,Putnam,72958
Tennessee,Rhea,32079
Tennessee,Roane,53838
Tennessee,Robertson,67106
Tennessee,Rutherford,268921
Tennessee,Scott,22160
Tennessee,Sequatchie,14346
Tennessee,Sevier,91466
Tennessee,Shelby,935088
Tennessee,Smith,19150
Tennessee,Stewart,13186
Tennessee,Sullivan,157419
Tennessee,Sumner,163686
Tennessee,Tipton,61293
Tennessee,Trousdale,7816
Tennessee,Unicoi,18280
Tennessee,Union,19200
Tennessee,Van Buren,5483
Tennessee,Warren,39927
Tennessee,Washington,124353
Tennessee,Wayne,16951
Tennessee,Weakley,34980
Tennessee,White,26149
Tennessee,Williamson,188560
Tennessee,Wilson,116617
Texas,,25674681
Texas,Anderson,58308
Texas,Andrews,15445
Texas,Angelina,87669
Texas,Aransas,23374
Texas,Archer,8842
Texas,Armstrong,1928
Texas,Atascosa,45579
Texas,Austin,28665
Texas,Bailey,7247
Texas,Bandera,20538
Texas,Bastrop,75115
Texas,Baylor,3741
Texas,Bee,32095
Texas,Bell,315196
Texas,Bexar,1756153
Texas,Blanco,10600
Texas,Borden,626
Texas,Bosque,18306
Texas,Bowie,92793
Texas,Brazoria,319973
Texas,Brazos,197632
Texas,Brewster,9386
Texas,Briscoe,1651
Texas,Brooks,7222
Texas,Brown,38186
Texas,Burleson,17251
Texas,Burnet,43117
Texas,Caldwell,38442
Texas,Calhoun,21442
Texas,Callahan,13515
Texas,Cameron,414123
Texas,Camp,12407
Texas,Carson,6259
Texas,Cass,30256
Texas,Castro,8116
Texas,Chambers,35552
Texas,Cherokee,51140
Texas,Childress,6984
Texas,Clay,10721
Texas,Cochran,3109
Texas,Coke,3305
Texas,Coleman,8763
Texas,Collin,812226
Texas,Collingsworth,3092
Texas,Colorado,20816
Texas,Comal,111963
Texas,Comanche,13891
Texas,Concho,4081
Texas,Cooke,38396
Texas,Coryell,76508
Texas,Cottle,1499
Texas,Crane,4383
Texas,Crockett,3722
Texas,Crosby,6092
Texas,Culberson,2383
Texas,Dallam,6866
Texas,Dallas,2416014
Texas,Dawson,13751
Texas,Deaf Smith,19595
Texas,Delta,5212
Texas,Denton,686406
Texas,DeWitt,20255
Texas,Dickens,2402
Texas,Dimmit,10118
Texas,Donley,3651
Texas,Duval,11669
Texas,Eastland,18633
Texas,Ector,140111
Texas,Edwards,1966
Texas,Ellis,152753
Texas,El Paso,820790
Texas,Erath,38266
Texas,Falls,17944
Texas,Fannin,33958
Texas,Fayette,24732
Texas,Fisher,3914
Texas,Floyd,6394
Texas,Foard,1341
Texas,Fort Bend,606953
Texas,Franklin,10551
Texas,Freestone,19684
Texas,Frio,17400
Texas,Gaines,18003
Texas,Galveston,295747
Texas,Garza,6562
Texas,Gillespie,25114
Texas,Glasscock,1251
Texas,Goliad,7243
Texas,Gonzales,19904
Texas,Gray,22755
Texas,Grayson,121419
Texas,Gregg,123081
Texas,Grimes,26887
Texas,Guadalupe,135757
Texas,Hale,36498
Texas,Hall,3377
Texas,Hamilton,8472
Texas,Hansford,5577
Texas,Hardeman,4176
Texas,Hardin,55246
Texas,Harris,4180894
Texas,Harrison,66296
Texas,Hartley,5971
Texas,Haskell,5989
Texas,Hays,164050
Texas,Hemphill,3970
Texas,Henderson,78826
Texas,Hidalgo,797810
Texas,Hill,35392
Texas,Hockley,22892
Texas,Hood,51670
Texas,Hopkins,35371
Texas,Houston,23484
Texas,Howard,35122
Texas,Hudspeth,3423
Texas,Hunt,86531
Texas,Hutchinson,22132
Texas,Irion,1620
Texas,Jack,9035
Texas,Jackson,14032
Texas,Jasper,36296
Texas,Jeff Davis,2288
Texas,Jefferson,252802
Texas,Jim Hogg,5265
Texas,Jim Wells,41339
Texas,Johnson,152734
Texas,Jones,20146
Texas,Karnes,14946
Texas,Kaufman,105358
Texas,Kendall,34781
Texas,Kenedy,437
Texas,Kent,825
Texas,Kerr,49783
Texas,Kimble,4632
Texas,King,255
Texas,Kinney,3630
Texas,Kleberg,32196
Texas,Knox,3758
Texas,Lamar,50074
Texas,Lamb,14167
Texas,Lampasas,19891
Texas,La Salle,7001
Texas,Lavaca,19347
Texas,Lee,16666
Texas,Leon,16916
Texas,Liberty,76206
Texas,Limestone,23634
Texas,Lipscomb,3327
Texas,Live Oak,11447
Texas,Llano,19181
Texas,Loving,94
Texas,Lubbock,283910
Texas,Lynn,5888
Texas,McCulloch,8290
Texas,McLennan,238564
Texas,McMullen,690
Texas,Madison,13747
Texas,Marion,10507
Texas,Martin,4934
Texas,Mason,3984
Texas,Matagorda,36809
Texas,Maverick,55405
Texas,Medina,46367
Texas,Menard,2264
Texas,Midland,140308
Texas,Milam,24699
Texas,Mills,4848
Texas,Mitchell,9426
Texas,Montague,19710
Texas,Montgomery,471734
Texas,Moore,21954
Texas,Morris,12848
Texas,Motley,1230
Texas,Nacogdoches,65466
Texas,Navarro,48054
Texas,Newton,14454
Texas,Nolan,15269
Texas,Nueces,343281
Texas,Ochiltree,10530
Texas,Oldham,2074
Texas,Orange,82487
Texas,Palo Pinto,28115
Texas,Panola,24058
Texas,Parker,118376
Texas,Parmer,10332
Texas,Pecos,15716
Texas,Polk,45725
Texas,Potter,122285
Texas,Presidio,7761
Texas,Rains,11059
Texas,Randall,123351
Texas,Reagan,3390
Texas,Real,3426
Texas,Red River,12703
Texas,Reeves,13757
Texas,Refugio,7291
Texas,Roberts,816
Texas,Robertson,16740
Texas,Rockwall,81290
Texas,Runnels,10524
Texas,Rusk,53759
Texas,Sabine,10740
Texas,San Augustine,8874
Texas,San Jacinto,26801
Texas,San Patricio,64726
Texas,San Saba,6023
Texas,Schleicher,3309
Texas,Scurry,16919
Texas,Shackelford,3318
Texas,Shelby,25772
Texas,Sherman,3040
Texas,Smith,213381
Texas,Somervell,8451
Texas,Starr,61715
Texas,Stephens,9548
Texas,Sterling,1158
Texas,Stonewall,1472
Texas,Sutton,4007
Texas,Swisher,7801
Texas,Tarrant,1849815
Texas,Taylor,132755
Texas,Terrell,960
Texas,Terry,12675
Texas,Throckmorton,1609
Texas,Titus,32596
Texas,Tom Green,111823
Texas,Travis,1063130
Texas,Trinity,14659
Texas,Tyler,21666
Texas,Upshur,39826
Texas,Upton,3346
Texas,Uvalde,26535
Texas,Val Verde,49106
Texas,Van Zandt,52776
Texas,Victoria,87545
Texas,Walker,68087
Texas,Waller,44013
Texas,Ward,10716
Texas,Washington,33791
Texas,Webb,256496
Texas,Wharton,41314
Texas,Wheeler,5465
Texas,Wichita,130698
Texas,Wilbarger,13404
Texas,Willacy,22095
Texas,Williamson,442782
Texas,Wilson,43789
Texas,Winkler,7178
Texas,Wise,59833
Texas,Wood,42164
Texas,Yoakum,8005
Texas,Young,18484
Texas,Zapata,14282
Texas,Zavala,11849
Utah,,2817222
Utah,Beaver,6594
Utah,Box Elder,50290
Utah,Cache,114699
Utah,Carbon,21318
Utah,Daggett,1156
Utah,Davis,311811
Utah,Duchesne,18888
Utah,Emery,10944
Utah,Garfield,5144
Utah,Grand,9325
Utah,Iron,46740
Utah,Juab,10335
Utah,Kane,7257
Utah,Millard,12645
Utah,Morgan,9685
Utah,Piute,1497
Utah,Rich,2303
Utah,Salt Lake,1048985
Utah,San Juan,14825
Utah,Sanpete,27988
Utah,Sevier,20971
Utah,Summit,37594
Utah,Tooele,59326
Utah,Uintah,33163
Utah,Utah,530499
Utah,Wasatch,24417
Utah,Washington,141666
Utah,Wayne,2737
Utah,Weber,234420
Vermont,,626431
Vermont,Addison,36742
Vermont,Bennington,36970
Vermont,Caledonia,31166
Vermont,Chittenden,157491
Vermont,Essex,6291
Vermont,Franklin,48113
Vermont,Grand Isle,6931
Vermont,Lamoille,24701
Vermont,Orange,29006
Vermont,Orleans,27173
Vermont,Rutland,61289
Vermont,Washington,59626
Vermont,Windham,44266
Vermont,Windsor,56666
Virginia,,8096604
Virginia,Accomack,33336
Virginia,Albemarle,100553
Virginia,Alleghany,16175
Virginia,Amelia,12805
Virginia,Amherst,32167
Virginia,Appomattox,15041
Virginia,Arlington,216004
Virginia,Augusta,73549
Virginia,Bath,4657
Virginia,Bedford,69246
Virginia,Bland,6818
Virginia,Botetourt,32928
Virginia,Brunswick,17204
Virginia,Buchanan,23581
Virginia,Buckingham,17278
Virginia,Campbell,55032
Virginia,Caroline,28674
Virginia,Carroll,29981
Virginia,Charles City,7241
Virginia,Charlotte,12505
Virginia,Chesterfield,320277
Virginia,Clarke,14258
Virginia,Craig,5099
Virginia,Culpeper,47476
Virginia,Cumberland,9969
Virginia,Dickenson,15741
Virginia,Dinwiddie,27918
Virginia,Essex,11205
Virginia,Fairfax,1100692
Virginia,Fauquier,66071
Virginia,Floyd,15378
Virginia,Fluvanna,26061
Virginia,Franklin,56419
Virginia,Frederick,79666
Virginia,Giles,17124
Virginia,Gloucester,36901
Virginia,Goochland,21883
Virginia,Grayson,15328
Virginia,Greene,18660
Virginia,Greensville,12112
Virginia,Halifax,36056
Virginia,Hanover,100342
Virginia,Henrico,310445
Virginia,Henry,53741
Virginia,Highland,2267
Virginia,Isle of Wight,35356
Virginia,James City,68200
Virginia,King and Queen,6997
Virginia,King George,24161
Virginia,King William,15981
Virginia,Lancaster,11282
Virginia,Lee,25146
Virginia,Loudoun,325405
Virginia,Louisa,33395
Virginia,Lunenburg,12874
Virginia,Madison,13169
Virginia,Mathews,8962
Virginia,Mecklenburg,32622
Virginia,Middlesex,10854
Virginia,Montgomery,94342
Virginia,Nelson,15097
Virginia,New Kent,18822
Virginia,Northampton,12377
Virginia,Northumberland,12461
Virginia,Nottoway,15840
Virginia,Orange,33938
Virginia,Page,23958
Virginia,Patrick,18390
Virginia,Pittsylvania,62844
Virginia,Powhatan,28110
Virginia,Prince Edward,23343
Virginia,Prince George,36555
Virginia,Prince William,419006
Virginia,Pulaski,34607
Virginia,Rappahannock,7444
Virginia,Richmond,9220
Virginia,Roanoke,92740
Virginia,Rockbridge,22375
Virginia,Rockingham,76589
Virginia,Russell,28749
Virginia,Scott,23126
Virginia,Shenandoah,42289
Virginia,Smyth,32029
Virginia,Southampton,18408
Virginia,Spotsylvania,124327
Virginia,Stafford,132133
Virginia,Surry,6931
Virginia,Sussex,12087
Virginia,Tazewell,44715
Virginia,Warren,37749
Virginia,Washington,54827
Virginia,Westmoreland,17595
Virginia,Wise,41565
Virginia,Wythe,29204
Virginia,York,66134
Virginia,Alexandria City,144301
Virginia,Bedford City,6181
Virginia,Bristol City,17750
Virginia,Buena Vista City,6636
Virginia,Charlottesville City,43511
Virginia,Chesapeake City,225050
Virginia,Colonial Heights City,17440
Virginia,Covington City,5939
Virginia,Danville City,42852
Virginia,Emporia City,5871
Virginia,Fairfax City,22549
Virginia,Falls Church City,12751
Virginia,Franklin City,8588
Virginia,Fredericksburg City,25691
Virginia,Galax City,6983
Virginia,Hampton City,136401
Virginia,Harrisonburg City,49973
Virginia,Hopewell City,22580
Virginia,Lexington City,6995
Virginia,Lynchburg City,76504
Virginia,Manassas City,39300
Virginia,Manassas Park City,15332
Virginia,Martinsville City,13559
Virginia,Newport News City,179611
Virginia,Norfolk City,242628
Virginia,Norton City,4054
Virginia,Petersburg City,32326
Virginia,Poquoson City,12000
Virginia,Portsmouth City,95684
Virginia,Radford City,16414
Virginia,Richmond City,205533
Virginia,Roanoke City,96714
Virginia,Salem City,24961
Virginia,Staunton City,23769
Virginia,Suffolk City,84930
Virginia,Virginia Beach City,442707
Virginia,Waynesboro City,21311
Virginia,Williamsburg City,14444
Virginia,Winchester City,26587
Washington,,6830038
Washington,Adams,19027
Washington,Asotin,21933
Washington,Benton,180678
Washington,Chelan,73477
Washington,Clallam,71838
Washington,Clark,433418
Washington,Columbia,4050
Washington,Cowlitz,102478
Washington,Douglas,38971
Washington,Ferry,7689
Washington,Franklin,83455
Washington,Garfield,2262
Washington,Grant,91265
Washington,Grays Harbor,72546
Washington,Island,78971
Washington,Jefferson,29924
Washington,King,1969722
Washington,Kitsap,254633
Washington,Kittitas,41629
Washington,Klickitat,20697
Washington,Lewis,75901
Washington,Lincoln,10476
Washington,Mason,61019
Washington,Okanogan,41411
Washington,Pacific,20930
Washington,Pend Oreille,12936
Washington,Pierce,807904
Washington,San Juan,15844
Washington,Skagit,118109
Washington,Skamania,11137
Washington,Snohomish,722400
Washington,Spokane,473761
Washington,Stevens,43496
Washington,Thurston,256591
Washington,Wahkiakum,3991
Washington,Walla Walla,59588
Washington,Whatcom,203663
Washington,Whitman,45077
Washington,Yakima,247141
West Virginia,,1855364
West Virginia,Barbour,16520
West Virginia,Berkeley,105750
West Virginia,Boone,24444
West Virginia,Braxton,14485
West Virginia,Brooke,23844
West Virginia,Cabell,96653
West Virginia,Calhoun,7652
West Virginia,Clay,9357
West Virginia,Doddridge,8171
West Virginia,Fayette,45699
West Virginia,Gilmer,8705
West Virginia,Grant,11891
West Virginia,Greenbrier,35800
West Virginia,Hampshire,23812
West Virginia,Hancock,30571
West Virginia,Hardy,13912
West Virginia,Harrison,69436
West Virginia,Jackson,29241
West Virginia,Jefferson,54225
West Virginia,Kanawha,192315
West Virginia,Lewis,16416
West Virginia,Lincoln,21550
West Virginia,Logan,36457
West Virginia,McDowell,21729
West Virginia,Marion,56586
West Virginia,Marshall,32800
West Virginia,Mason,27298
West Virginia,Mercer,62465
West Virginia,Mineral,28192
West Virginia,Mingo,26563
West Virginia,Monongalia,98528
West Virginia,Monroe,13534
West Virginia,Morgan,17535
West Virginia,Nicholas,26268
West Virginia,Ohio,44246
West Virginia,Pendleton,7673
West Virginia,Pleasants,7611
West Virginia,Pocahontas,8786
West Virginia,Preston,33723
West Virginia,Putnam,56008
West Virginia,Raleigh,79127
West Virginia,Randolph,29465
West Virginia,Ritchie,10295
West Virginia,Roane,14858
West Virginia,Summers,13867
West Virginia,Taylor,16916
West Virginia,Tucker,7021
West Virginia,Tyler,9121
West Virginia,Upshur,24322
West Virginia,Wayne,42126
West Virginia,Webster,9143
West Virginia,Wetzel,16351
West Virginia,Wirt,5762
West Virginia,Wood,87120
West Virginia,Wyoming,23419
Wisconsin,,5711767
Wisconsin,Adams,20733
Wisconsin,Ashland,16142
Wisconsin,Barron,45883
Wisconsin,Bayfield,15099
Wisconsin,Brown,251412
Wisconsin,Buffalo,13539
Wisconsin,Burnett,15504
Wisconsin,Calumet,49490
Wisconsin,Chippewa,62778
Wisconsin,Clark,34742
Wisconsin,Columbia,56909
Wisconsin,Crawford,16714
Wisconsin,Dane,495959
Wisconsin,Dodge,88661
Wisconsin,Door,27820
Wisconsin,Douglas,44105
Wisconsin,Dunn,43971
Wisconsin,Eau Claire,99879
Wisconsin,Florence,4440
Wisconsin,Fond du Lac,102079
Wisconsin,Forest,9236
Wisconsin,Grant,51210
Wisconsin,Green,36891
Wisconsin,Green Lake,19094
Wisconsin,Iowa,23599
Wisconsin,Iron,5894
Wisconsin,Jackson,20565
Wisconsin,Jefferson,83943
Wisconsin,Juneau,26722
Wisconsin,Kenosha,167293
Wisconsin,Kewaunee,20589
Wisconsin,La Crosse,115572
Wisconsin,Lafayette,16815
Wisconsin,Langlade,19786
Wisconsin,Lincoln,28602
Wisconsin,Manitowoc,80976
Wisconsin,Marathon,134400
Wisconsin,Marinette,41656
Wisconsin,Marquette,15439
Wisconsin,Menominee,4348
Wisconsin,Milwaukee,952532
Wisconsin,Monroe,45050
Wisconsin,Oconto,37468
Wisconsin,Oneida,35801
Wisconsin,Outagamie,177913
Wisconsin,Ozaukee,86568
Wisconsin,Pepin,7412
Wisconsin,Pierce,40862
Wisconsin,Polk,44040
Wisconsin,Portage,70084
Wisconsin,Price,13994
Wisconsin,Racine,195388
